,ord_cat_cols_pipe__insured_sex,ord_cat_cols_pipe__incident_severity,ohe_cat_cols_pipe__insured_relationship_husband,ohe_cat_cols_pipe__insured_relationship_not-in-family,ohe_cat_cols_pipe__insured_relationship_other-relative,ohe_cat_cols_pipe__insured_relationship_own-child,ohe_cat_cols_pipe__insured_relationship_unmarried,ohe_cat_cols_pipe__insured_relationship_wife,ohe_cat_cols_pipe__incident_type_Multi-vehicle Collision,ohe_cat_cols_pipe__incident_type_Parked Car,ohe_cat_cols_pipe__incident_type_Single Vehicle Collision,ohe_cat_cols_pipe__incident_type_Vehicle Theft,ohe_cat_cols_pipe__collision_type_Front Collision,ohe_cat_cols_pipe__collision_type_Other,ohe_cat_cols_pipe__collision_type_Rear Collision,ohe_cat_cols_pipe__collision_type_Side Collision,ohe_cat_cols_pipe__incident_severity_Major Damage,ohe_cat_cols_pipe__incident_severity_Minor Damage,ohe_cat_cols_pipe__incident_severity_Total Loss,ohe_cat_cols_pipe__incident_severity_Trivial Damage,ohe_cat_cols_pipe__authorities_contacted_Ambulance,ohe_cat_cols_pipe__authorities_contacted_Fire,ohe_cat_cols_pipe__authorities_contacted_Other,ohe_cat_cols_pipe__authorities_contacted_Police,ohe_cat_cols_pipe__property_damage_NO,ohe_cat_cols_pipe__property_damage_Other,ohe_cat_cols_pipe__property_damage_YES,ohe_cat_cols_pipe__police_report_available_NO,ohe_cat_cols_pipe__police_report_available_Other,ohe_cat_cols_pipe__police_report_available_YES,csl_sum__policy_csl,num_pipe__months_as_customer,num_pipe__age,num_pipe__policy_deductable,num_pipe__policy_annual_premium,num_pipe__umbrella_limit,num_pipe__capital-gains,num_pipe__capital-loss,num_pipe__incident_hour_of_the_day,num_pipe__number_of_vehicles_involved,num_pipe__bodily_injuries,num_pipe__witnesses,num_pipe__total_claim_amount,num_pipe__injury_claim,num_pipe__property_claim,num_pipe__vehicle_claim,num_pipe__auto_year,num_pipe__active_days
10,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.880643784118896,0.2711564509725376,0.3476835280470039,-1.1813190851060869,0.12159800269959826,1.0260302490313917,0.48947565439633783,0.8463485045139969,1.3643592180653275,-0.8369194425993867,1.1941005027976794,0.6490630160730306,1.1908471556408968,0.03618164484549144,1.6703067412825046,1.2266483245357738,-0.7593681661459716,-0.11715722404602547
11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.880643784118896,2.143637480489736,2.3992322960262205,1.2132466279467917,-0.3944654303186928,-0.5897654187345795,-0.9422630056295133,-1.140202201037082,1.222533935522154,1.065170199671947,-0.10383482633023308,0.6490630160730306,2.2591684604506885,1.881143388793564,2.050432831920637,2.1045821832317606,-0.05948967200220578,0.2794104589252543
12,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4592310046028083,-1.2745236441477912,-1.7038652399322125,-1.1813190851060869,-0.0464474891145678,0.622081332089899,-0.9422630056295133,0.8463485045139969,-0.479369454995926,-0.8369194425993867,-0.10383482633023308,-1.2599458547300009,0.023770244725434635,-0.5681046991293123,0.3623459993018329,0.1001103449191174,-1.1093074132178546,0.46526874635486554
13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.880643784118896,-0.7357437252772766,-0.5161264795231925,-0.3831305140884606,-1.2869845877162305,-0.5897654187345795,1.026377651906032,-0.43127626297767735,-1.0466705851686193,-0.8369194425993867,-0.10383482633023308,-0.30544141932848506,-1.8610072919579816,-1.2460384412760452,-1.3339155879543505,-1.9140683788090835,0.6403888221415601,-1.4486165938807547
14,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.13613816952562643,-0.21462872177956577,-0.08422147573809427,1.2132466279467917,0.3352596568838713,-0.5897654187345795,0.5976017511170402,-1.3154860868210008,-0.05389360736640598,-0.8369194425993867,-1.4017701554581454,0.6490630160730306,-0.3712521796972472,-0.6644128352002966,0.1538897560486634,-0.37390922620727846,-0.5843985426100301,0.3217623473979152
15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.880643784118896,2.3732813803361847,2.0753035431873967,1.2132466279467917,-0.4200994883920401,-0.5897654187345795,1.1345037486267342,0.8463485045139969,-0.05389360736640598,2.0162150208076137,-1.4017701554581454,-1.2599458547300009,0.27640086499575445,0.5290526941499407,0.5871517518297609,0.08339293114787932,-1.284277036753796,1.1180478538053833
16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4592310046028083,-1.1861990672837723,-1.3799364870933888,-0.3831305140884606,-0.11729717740062444,1.4299791659728847,1.4290541500383025,0.8463485045139969,-1.755796997884486,1.065170199671947,-0.10383482633023308,0.6490630160730306,-0.14503294245518814,-0.36415805803781603,-0.37951298404032924,-0.0001941377083110734,0.990328069213443,-0.48887379890524796
17,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4592310046028083,-0.5679270292356409,-0.8400552323620162,-1.1813190851060869,-2.301532542400432,1.8339280829143776,1.0524770545627533,0.8463485045139969,-0.479369454995926,-0.8369194425993867,-1.4017701554581454,0.6490630160730306,0.8413747976002879,1.21642841042128,-0.11587714698485013,0.8685721069840936,1.5152369398212673,-0.4335713329657403
18,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4592310046028083,-0.39127787550760335,-0.19219772668436882,-1.1813190851060869,0.6605362722625098,-0.5897654187345795,0.7541981670573675,-0.6260361360709203,0.9388833704358074,-0.8369194425993867,-0.10383482633023308,-1.2599458547300009,0.651901832397548,-0.20553289274443004,1.147122444490236,0.6744343986729417,1.5152369398212673,-1.7223287987205964
19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4592310046028083,-0.07330939879713569,0.023754775208180277,1.2132466279467917,1.1122920422322131,-0.5897654187345795,1.1829740678463594,-0.21704040257511004,-0.6211947375390994,1.065170199671947,1.1941005027976794,-1.2599458547300009,0.17228642755101659,-0.3169481874147845,-0.3284207675567093,0.4198982922205426,1.3402673162853258,1.153749445741015
20,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.13613816952562643,2.25845943041296,2.5072085469724947,-0.3831305140884606,-0.16838727925514324,1.0260302490313917,-0.9422630056295133,0.8463485045139969,1.0807086529789807,1.065170199671947,-0.10383482633023308,-1.2599458547300009,-0.334505907657928,-1.4575386616672266,-0.49191586030429324,0.07476458855627258,0.8153584456775015,-0.12940777029844805
21,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4592310046028083,0.11217221261730376,0.23970727710072937,1.2132466279467917,-1.5605035476446907,-0.5897654187345795,0.7989400001831755,0.8463485045139969,0.37158224026311404,1.065170199671947,-0.10383482633023308,0.6490630160730306,-0.6912509653729857,-1.4575386616672266,-0.596143981930878,-0.40033352539407413,-1.8091859073616203,-0.5532766706322696
22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.880643784118896,1.4635382386367912,1.751374790348573,1.2132466279467917,-1.1286853783987019,-0.5897654187345795,1.7683463845756788,-1.810176164477838,1.0807086529789807,1.065170199671947,-1.4017701554581454,-1.2599458547300009,0.5979307453397978,1.9189112852919892,-0.34477027683146766,0.3853849218541156,-1.1093074132178546,0.9069884426565028
23,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.880643784118896,1.8433339191520721,1.751374790348573,1.2132466279467917,0.19133510165955578,-0.5897654187345795,-0.9422630056295133,-0.3611627086641099,0.37158224026311404,-0.8369194425993867,1.1941005027976794,0.6490630160730306,1.6176397944309069,0.0871683051183655,1.7806659288871238,1.78425496451836,0.8153584456775015,1.3312073585975364
24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.880643784118896,0.28882136634534133,0.13173102615445484,-0.3831305140884606,-1.524188632040782,-0.5897654187345795,-0.9422630056295133,-1.2375821375837035,-0.9048453026254459,-0.8369194425993867,-0.10383482633023308,1.6035674514745464,0.8413747976002879,-0.12055512562297327,1.3310544238312678,0.8685721069840936,-0.23445929553814723,0.7067795153311965
25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.880643784118896,-1.7338114438406889,-0.4081502285769179,1.2132466279467917,0.18301293350032716,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,0.5134075228062873,1.065170199671947,-0.10383482633023308,1.6035674514745464,0.5971651980056454,1.6583127994528553,0.6852488074783113,0.18693304224716034,-0.05948967200220578,-1.5900228991944325
26,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.880643784118896,0.4654705200733789,0.4556597789932785,1.2132466279467917,0.4285836495571507,-0.5897654187345795,-0.9422630056295133,-0.2910491543505424,-1.1884958677117927,-0.8369194425993867,-0.10383482633023308,1.6035674514745464,-1.7944046738867154,-1.1478419103801396,-1.3952262477346946,-1.8320991241888194,-0.23445929553814723,1.3837096996793474
27,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.880643784118896,-0.020314652678724423,-0.5161264795231925,-1.1813190851060869,-1.6810192234478583,0.622081332089899,0.21356768345385613,-0.330001128969191,-1.0466705851686193,-0.8369194425993867,1.1941005027976794,-0.30544141932848506,-1.9207199840218754,-1.2611455998754153,-1.4565369075150385,-1.9615242630629206,-0.5843985426100301,-0.1353580356210533
28,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.880643784118896,0.17399941642211691,0.13173102615445484,1.2132466279467917,0.29329278750337356,-0.5897654187345795,-0.9422630056295133,-1.3193812842828656,1.222533935522154,-0.8369194425993867,-0.10383482633023308,-1.2599458547300009,0.5336247692709891,0.007855722471672518,1.6089960815021607,0.32498652371286835,0.4654191986056186,1.4551128835506106
29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4592310046028083,0.32415119709094886,0.6716122808858276,1.2132466279467917,-0.5398140998804163,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,-1.0466705851686193,-0.8369194425993867,1.1941005027976794,0.6490630160730306,1.3684541371642733,1.2050980414717525,1.318792291875199,1.235815938539356,0.8153584456775015,-1.6082237107694604
30,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.13613816952562643,-1.2391938134021838,-1.4879127380396635,-0.3831305140884606,-1.2088808170240004,-0.5897654187345795,1.0412915962813012,0.8463485045139969,1.3643592180653275,2.0162150208076137,-1.4017701554581454,-1.2599458547300009,0.7541024015069047,0.9218388177335631,1.0122389929734792,0.5320667459114303,-0.23445929553814723,0.17685588601211663
31,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.880643784118896,-0.3382831293891921,-0.19219772668436882,1.2132466279467917,0.4961400734379519,2.6418259167973632,0.0830706701702499,0.8463485045139969,-0.33754417245275264,1.065170199671947,1.1941005027976794,0.6490630160730306,0.4302758791604038,-0.04879612227596533,-0.03821697792974775,0.6302141428909571,-0.05948967200220578,-0.8742409824457413
32,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4592310046028083,-0.4354401639396127,-0.4081502285769179,-0.3831305140884606,-0.6117318739195301,-0.5897654187345795,2.0815392164563336,0.8463485045139969,0.5134075228062873,1.065170199671947,1.1941005027976794,1.6035674514745464,-0.9993837673693606,-0.8324799746182889,-0.8863477715578395,-0.9363693088976435,0.29044957506967717,-0.2512132016082498
33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.880643784118896,-0.7975709290820898,-0.9480314833082907,-0.3831305140884606,1.4797135412835254,-0.5897654187345795,0.9741788465925895,-1.6465778710795138,-1.6139717153413127,1.065170199671947,-0.10383482633023308,0.6490630160730306,0.8119012252354172,1.1899908828723822,1.3024427826004408,0.46034364811869927,1.5152369398212673,1.1803506318891326
34,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4592310046028083,-0.48843491005802403,-0.19219772668436882,-1.1813190851060869,0.8450480861029582,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,0.6552328053494607,-0.8369194425993867,-1.4017701554581454,-0.30544141932848506,0.3407068410645631,0.581927749247736,-0.45921684175477645,0.4349978917558544,-1.284277036753796,1.3487081389581401
35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.880643784118896,-0.5060998254308278,-0.6241027304694671,-0.3831305140884606,0.4822104550751786,1.8339280829143776,1.0450200823751186,-1.0700886467235144,0.37158224026311404,-0.8369194425993867,1.1941005027976794,-1.2599458547300009,-0.10713834941464018,0.5479366423991533,-0.4776100396888796,-0.18138933213205283,-1.9841555308975618,-1.1595037023235817
36,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.880643784118896,-1.2568587287749875,-1.1639839852008398,-0.3831305140884606,-1.056278065056104,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,-1.330321150254966,-0.8369194425993867,-0.10383482633023308,-0.30544141932848506,0.16463095420949175,-0.320724977064627,-0.33250814487539887,0.41126994962893587,-0.4094289190740887,-0.21656165649425446
37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4592310046028083,0.7481091660382391,1.1035172846709258,1.2132466279467917,-0.014760945107235105,-0.5897654187345795,-0.9422630056295133,0.8463485045139969,0.5134075228062873,-0.8369194425993867,-0.10383482633023308,-0.30544141932848506,-1.9356481570378488,-1.2252660982019112,-1.3952262477346946,-2.0089801473167577,-0.9343377896819131,1.0767460121543586
38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4592310046028083,2.0023181575073057,1.6433985394022985,1.2132466279467917,-0.3126233594907666,-0.5897654187345795,1.5073523580084662,0.8463485045139969,-1.1884958677117927,1.065170199671947,1.1941005027976794,-1.2599458547300009,0.24501342429550257,0.8954012901846655,-0.2895906830291581,0.16590145718011887,0.11547995153373569,-0.17595984605765388
39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.13613816952562643,-0.04681202573793006,-0.19219772668436882,-1.1813190851060869,0.16147320414702768,-0.5897654187345795,0.8660527498718872,0.8463485045139969,-1.1884958677117927,-0.8369194425993867,-1.4017701554581454,1.6035674514745464,0.163482633208263,0.6083652767966337,0.6729866755222425,-0.12099093399080559,0.8153584456775015,0.5009703382904971
40,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.880643784118896,-1.1067069481061556,-1.3799364870933888,-1.1813190851060869,1.0049939276231146,-0.5897654187345795,-0.9422630056295133,-1.3232764817447304,0.9388833704358074,-0.8369194425993867,1.1941005027976794,0.6490630160730306,-0.6085718532845174,0.053177198269782795,-0.7453332540630484,-0.6759012169135148,0.6403888221415601,0.7830829177034286
